,rating,review
"('GoScinna Chata', '44')",5.0,"Mile miejsce z dobrym jedzeniem Wróciliśmy po roku czasu do Gościnnej chaty. Zamówiliśmy tatara wołowego, placki ziemniaczane z gulaszem z jelenia oraz gołąbki. Czekając na jedzenie zostaliśmy poczęstowani twarożkiem oraz smalcem. Wyśmienite. Miły gest. Same potrawy podane bardzo szybko. Wszystko bardzo smaczne."
"('GoScinna Chata', '79')",5.0,"Polecam :)  Bardzo miła i pomocna obsługa, mix pierogów bardzo dobry zupa borowikowa w chlebie super :) pozdrawiamy na pewno tu wrócimy.
"
"('GoScinna Chata', '89')",4.0,"Chce się wracać Restauracje wyszukałam przez internet, nie zawiodłam się.
Bardzo przyjemne i swojskie miejsce niedaleko od Rynku. Przytulne, przestronne ludowe wnętrze i kelnerzy w ludowych strojach. Obsługa miła i cierpliwa, na dania nie czekaliśmy długo pomimo znacznego ruchu w restauracji do 20 min max.
Jedzenie bardzo smaczne i zróżnicowane menu.
Placki z gulaszem z Jelenia wyśmienite, kartacze i Pstrąg z również, wszystko pyszne godne polecenia, chce się wracać."
"('Good Lood Kazimierz', '0')",3.0,"Good lood się popsuł. Jak szkoda! Bardzo lubiłam lody z Good  Looda i często je kupowałam. Ostatnio jednak zauważyłam, że ich jakość się pogorszyła. Lody są wodniste, bardziej mleczne i rzadkie niż śmietankowe i kremowe. Smaki też są mniej wyraziste, broni się jedynie ciemna czekolada.
Ponadto po ostatnich lodach z Wolnicy i Zabłocia miałam kłopoty żołądkowe, co wcześniej się nie zdarzało.  
Wciąż mam jednak nadzieję, że to tylko pojedyncze wpadki i lody z GL będą jeszcze tak smaczne jak całkiem niedawno."
"('Good Lood Kazimierz', '11')",5.0,"Delicious Wyśmienite  :))

Smak monte najlepszy ! 

Po prostu gooooood looooood :))

Najlepsze lody jakie jadlam :)"
"('Good Lood Kazimierz', '12')",5.0,"Absolutnie najlepszy smak lodów jakie dotychczas jadłem. Obłędny smak. Nietuzinkowe połączenie smaków. Każdy powinien znaleźć swój poszukiwany smak. Lody tylko w Good Lood, niezależnie od pory roku. Otwartość na nowe połączenia smaków."
"('Good Lood Kazimierz', '14')",5.0,Bardzo good  Lody pełne w smaku. „Białe michałki” z kawałkami białej czekolady i orzechami (nierozmoczonymi!) smakowały naprawdę „michałkowo”. Warto było stanąć w kolejce. 
"('Good Lood Kazimierz', '18')",4.0,"Lodziarnia przez wielu polecana i słusznie O tym, że człowiek zbliża się do Good Lood zazwyczaj informuje wcześniej widoczna z daleka kolejka. Nie zdarzyło mi się jeszcze (w okresie letnim oczywiście), bym zobaczył, że brakuje im klientów. Świadczy to o tym, że albo dużo wydają na marketing, albo te lody są naprawdę dobre.Na szczęście jest to ta druga opcja. Smaki często się rotują, więc nie można narzekać na nudę, lody same w sobie zawsze smaczne. Polecam."
"('Good Lood Kazimierz', '19')",5.0,"Najlepsze lody w krakowie Świetny pomysł z różnorodnością smaków. Podziwiam osobę, która ma tak wiele pomysłów na łączenie smaków, nie wszystkie trafiają w mój gust, ale na pewno każdy smak znajduje swoje grono odbiorców :)"
"('Good Lood Kazimierz', '20')",5.0,"Najlepsze Fajna opcja z aplikacją która  umożliwia  znalezienie  swojego ulubionego  smaku w najbliższym punkcie.
Każdy znajdzie coś dla siebie, ale smietanka to mój  numer jeden i polecam każdemu spróbować- napewno nie pożałujesz!"
"('Good Lood Kazimierz', '21')",5.0,Lody warte stania w każdej kolejce :-) Weź takie smaki na początek: ciemna czekolada + virgin mojito. Zwariujesz. Gwarantuję. I już nigdy żadne inne lody nie zrobią na tobie takiego wrażenia...
"('Good Lood Kazimierz', '23')",3.0,"Więcej sorbetów Lody zawsze są pyszne ale jeśli jest za dużo mlecznych , to jest to mdłe . Ja preferuje sorbety ale powinna być ich podobna ilość ."
"('Good Lood Kazimierz', '26')",4.0,"jedne z lepszych lodów w Krakowie Szybka obsługa (a kiedyś był z tym problem), nie było kolejek, dostałam swoje dwie porcje, które szybko zniknęły mi z pudełka. Jak zwykle pyszne! Szczególnie solony orzeszek :)
Szkoda tylko, że ceny poszły w górę, bo wcale nie zgodzę się z tym, że jakość również."
"('Good Lood Kazimierz', '28')",5.0,"Świetne lody Za każdym razem, gdy jestem w Krakowie wybieram się do Good Lood na lody, bo są naprawdę świetne. Śmietankowe to już chyba legendarny smak, którego nie powtórzy żadna lodziarnia na świecie :) Zdecydowanie najlepsze obok Tiffany'ego lody w Krakowie."
"('Good Lood Kazimierz', '3')",5.0,"SUPER LODY NAJLEPSZE LODY. SZCZEGÓLNIE polecamy Ciemną cZEKOLADĘ, rafaello, truskawkowe i syrop klonowy z biszkoptem"
"('Good Lood Kazimierz', '30')",5.0,MEGA LODY!!!! Byłem w tej lodziarni i jestem bardzo pozytywnie zaskoczony ilością porcji i przede wszystkim jakością która jest wyśmienita napewno tam wrócę
"('Good Lood Kazimierz', '34')",3.0,"Najgorętsze (?) krakowskie lody Recenzja w imieniu dwójki nieletnich synków (sam lodów raczej nie jadam). 
Nie potrafią pisać (4,5 i 2,5 roku) ale pewnie zjedli już więcej lodów w swoim życiu niż ja... Znają się na rzeczy. 
Staram się zachęcać do próbowania różnych, zwłaszcza nowych smaków, ale przeważnie kończy się na truskawkowych. Te im smakują, z innymi różnie bywa. 
Lody nieco powyżej średniej, ale nie cenią ich na tyle, by specjalnie nadkładać drogi. Spore kolejki, także potrafią zniechęcić (do nich nie trafia argument, że gdzie wielu chętnych, tam musi być dobrze...) 
Moim skromnym zdaniem (bywało, że kończyłem, ale tylko wspomniane truskawkowe, pozostałych nie próbowałem, nie wiem czy występują inne wegańskie), nic szczególnego. Ogólnie jakość i smak nie idą chyba w parze z popularnością. 
"
"('Good Lood Kazimierz', '35')",5.0,"Najlepsze lody jakie jadłam! Wow! Najlepsze lody jakie jadłam, lodziarnie good lood stały się moim głównym punktem codziennych odwiedzin na wycieczce w Krakowie! 
Dobre ceny i ogromne porcje. 
Polecam!"
"('Good Lood Kazimierz', '36')",3.0,"Co raz to gorzej... Cena do góry porcja w dół dziękujemy Ci GoodLood.... Po za tym lody smaczne jak zwykle , plus za większą ilość smaków przynajmniej w Bonarce..."
"('Good Lood Kazimierz', '37')",1.0,"NIE POLECAM SPADEK JAKOSCI, WZROST CEN. I po raz kolejny udalem sie z rodzina na lody do lokalu w Bienczycach. Tym razem trafilem na smak tzw. REESE. Lody zanim zostaly nalozone juz skapywaly, nieuprzejma pani z obslugi na moja uwage zareagowala slowami iz tak ma byc. Tak ma byc?!mam jesc papke? Dlaczego smaki owocowe czy te z podstawowego menu maja stala konsystencje a te tzw. Orzechowe bo dotyczy to wszystkich tego typu wynalazkow maja konsystencje plynna?! Dorosly nie zdazy zjesc bo skapie na podloge a co dopiero dziecko. JAKOSC KARYGODNA.Good lood nie przyjmuje jakichkolwiek krytyk czy to na facebooku czy bezposrednio do biura. Sa tak pewni siebie ze pomimo spadku jakosci podniesli ceny z poczatkiem sierpnia. NIE POLECAM"
"('Good Lood Kazimierz', '41')",5.0,"Jedne z lepszych jakie jadłam :) Lody bezowe z malinami były zdecydowanie jednymi z lepszych jakie miałam okazję próbować :) bardzo przyjemny i intensywny, słodki smak (jednak nie za słodki - trafiony w punkt :)). 
Karmel z różową solą himalajską - dobry, ale jadłam lepsze.
Duży plus za bardzo dobre wafelki.
Ceny niskie, porcje spore, stałe oraz ""wymienne"" smaki.
Na pewno jeszcze odwiedzimy, gdy będziemy w Krakowie :)"
"('Good Lood Kazimierz', '42')",4.0,"Super!  Bardzo dobre lody, niecodzienne smaki, trafione w gust. Ja jadłam karmel z różową solą, pyszny. Piękne wnętrze, serdecznie polecam 🍦☺️"
"('Good Lood Kazimierz', '43')",5.0,"Polecam Miła obsługa i duże porcje. Znośne ceny rekompensowane są pysznym smakiem. Smaki zmieniają się, wiec nie sposób się znudzić. Zdecydowanie polecam"
"('Good Lood Kazimierz', '46')",5.0,"Super Duże porcje, lody pyszne! Oryginalne i ciekawe smaki lodów. Cena tez pozytywnie zaskoczyła! Będziemy wracać!"
"('Good Lood Kazimierz', '5')",1.0,"Good lood to w kwestii obsługi klienta żart! Nie pamiętam jak długo kupowałem te lody. Wydaje mi się, że ponad 2 lata. Uzbierałem całkiem sporo punków i chciałem odebrać za nie leżak. Taka fanaberia. Pojechałem do najbliższego Goodlooda i dowiedziałem się, że muszę jechać po niego na ul. Nadwiślańską i tam dostanę leżak od ręki. Trochę to dla mnie daleko, ale chciałem zrobić dzieciom przyjemność. Przejechałem przez pół miasta i ..... leżaka brak! Napisałem e-mail z reklamacją, Pan Adam S. mnie przeprosił i po ok. 2 tygodniach napisał, że mogę odebrać leżak na Radzikowskiego. Pojechałem tam i.... leżaka brak. 

Myślę, że już więcej tam nie pójdę bo robią sobie z klientów żarty. Taki leżak może kosztować w produkcji mniej niż 50zł. Przejechałem kilkadziesiąt kilometrów na próżno.

Mam nadzieję, że przynajmniej Właściciele Goodlooda mają ubaw z mojej naiwności. Ja się tylko nadenerwowałem, najeździłem i ... żadnej nagrody nie odebrałem. 

Były klient. Odradzam."
"('Good Lood Kazimierz', '51')",5.0,"Ulubione lody w Krakowie Nasze ulubione lody w Krakowie - odwiedzamy podczas każdej wizyty. Raz tylko przytrafił się smak, który nam nie podpasował - prosecco z truskawkami. Ulubiona jednak jest zdecydowanie śmietanka ze Skały. Wielki plus za długie godziny otwarcia - można pójść i późnym wieczorem :)"
"('Good Lood Kazimierz', '52')",3.0,"Niestety co raz gorzej:( Lody raz lepsze raz gorsze jakościowo i to naprawdę widać, uważam też , że nie może być tak iż porcje lodów są skrajnie różne:( od naprawdę porcji danych od serca po żenująco mało - szkoda bo nie lubię się prosić ani upominać ale niestety nie chce już więcej  liczyć na dobro sprzedawcy. Koniecznie powinniście coś z tym zrobić i uregulować porcje!!! I nie jest to tylko moje zdanie."
"('Good Lood Kazimierz', '53')",5.0,"Cudowne. Jestem od GoodLood uzależniona - za sprawą dobrego PR. Jeżeli chodzi o same lody to naprawdę są pyszne. Najczęściej biorę mleczne i są zawsze cudowne. Wegańska pistacja i chałwa niestety zbyt słodkie. Poza tymi smakami naprawdę lody są treściwe, mają dobry smak i jest ich dużo. W porównaniu do Lodowej Huty bezkonkurencyjne - w hucie sprzedają sam cukier. Czasem tylko jestem niezadowolona z ilości, nakładane są w zależności od widzimisię sprzedawcy."
"('Good Lood Kazimierz', '55')",2.0,"Zupełny spadek jakości Ubiegłym tygodniu odwiedziłem kilkukrotnie jeden z punktów good lood w Nowej Hucie. Lody już w trakcie nakładania były dość rzadkie i personel miał trudności z nałożeniem, gdyż od razu skapywały. W moim mniemaniu nikt nie kontroluje jakości sprzedawanych lodów, a wszelkie problemy próbują rozwiązać pracownicy zatrudnieni do obsługi Facebooka. Oczywiście nic z tego nie wynika i zaklinają częstokroć rzeczywistość uważając, że wszystko jest w porządku. Pomijam już fakt iż zdarzyło mi się iż pani przyjmująca pieniążki także podawała w tych samych lodach rękawiczki. Gdyby po mojej interwencji była jakaś reakcja, próba naprawy ale nie. Idą w zaparte"
"('Good Lood Kazimierz', '57')",5.0,"GoodLood Słony karmel + czekolada = idealne połączenie dla łasuchów słodkości 
Mile, słodkie miejsce odpowiednie na mały słodki relaks ;)
"
"('Good Lood Kazimierz', '59')",4.0,"Lody na dobrym poziomie Intensywne, ze składników o dobrej jakości (mówią, że naturalnych), o odpowiedniej konsystencji, zróżnicowane i niebanalne smakowo, umiarkowane cenowo. Ciekawy koncept, spójny marketingowo i komunikacyjnie. Tylko te kolejki... Ale to chyba akurat dobrze świadczy o lodziarni."
"('Good Lood Kazimierz', '6')",5.0,"Moje ulubione Uwielbiam wszystkie smaki tych lodów! Są w wielu punktach na terenie całego Krakowa, a to jest dodatkowy plus dla good looda :)"
"('Good Lood Kazimierz', '62')",1.0,Lody cynamon ze śliwką Po tej lodziarni spodziewałam się czegoś lepszego. Bardzo się zawiodłam ponieważ zamiast lodów o smaku cynamonu i śliwki otrzymałam zmrożoną wodę z cynamonem i SKÓRY  ze śliwek! :((
"('Good Lood Kazimierz', '63')",2.0,"Rozczarowanie Gdy spróbowałam lodów z Good Looda po raz pierwszy byłam zachwycona, dlatego przez pierwsze dwa lata istnienie firmy byłam stałym bywalcem. Niestety od zeszłych wakacji jakość lodów zaczęła się pogarszać. W tym roku jestem bardzo rozczarowana. Byliśmy kilka razy w rożnych punktach w mieście i po każdym razie smak nie ten sam (czuć chemię) i czuliśmy, że jest nam ciężkostrawnie i niezbyt dobrze. Przykre, że rozwijając coś, co zapowiadało się rewelacyjnie jakość się tak zepsuła. Życzymy refleksji, która wprowadzi to, co pamięta jeszcze podniebienie sprzed 1,5 roku"
"('Good Lood Kazimierz', '66')",1.0,typowa sieciówka z średnimi lodami typowa sieciówka z średnimi smakowo lodami-mają ponad 20 punktów do tego otworzyli się w warszawie...
"('Good Lood Kazimierz', '68')",5.0,"Bezkonkurencyjne w Krakowie Najlepsze lody w Krakowie, po które warto czekać w naprawdę dłuuugich kolejkach. W gorące dni zawsze odwiedzam i zazwyczaj mój wybór pada na słony karmel (naj-lep-szyyy!). Cena w stosunku do porcji i jakości jak najbardziej ok. Polecam"
"('Good Lood Kazimierz', '69')",5.0,"Najlepsze lody w mieście Obsługa zawsze miła i uśmiechnięta, lody smaczne i z dobrych produktów, kreatywne smaki codziennie coś nowego, coś innego, bardzo, nic tylko jeść ! Bardzo dobra relacja ceny do jakości, bardzo fajna aplikacja mobilna."
"('Good Lood Kazimierz', '71')",5.0,"Pyszne lody Co by tu dużo pisać, lody nigdy nie zawodzą swoim smakiem. Codziennie można spróbować wyśmienitych lodów. Lepsze smaki pojawiają się w weekend. Na wielki plus zasługuje aplikacja. Niestety często smaki podane w niej w danym punkcie nie pokrywają się z tymi na miejscu. W cieplejsze dni trzeba odstać swoje w kolejce. Zawsze przejeżdżając przez Kraków chętnie tam wracam."
"('Good Lood Kazimierz', '72')",5.0,Pyszne lody Polecam spróbować tutaj lodów. Smaki bywają tutaj niecodzienne. Mają cztery podstawowe smaki które są równie smaczne i kilka codziennie innych smaków.  Czasami trudno zdecydowć się co zamówić. Jedynym minusem jest to że zawsze jest tutaj spora kolejka ale dość szyko się przesuwa. Polecam podejść do Okrąglaka gdzie też mają swoje stanowisko i tam jest mniejsza kolejka. Życzę wszystkim smacznego.
"('Good Lood Kazimierz', '73')",5.0,"jedna z najlepszych lodziarni Ja za każdym razem jak nie wiem gdzie zjeść lody, to wybieram Good Lood- są wszędzie już prawie i zawsze znajdzie się coś w moim guście, a ceny też nie są duże! Z porcjami bywa różnie, ale na ogół nie bywam zawiedziona."
"('Good Lood Kazimierz', '74')",5.0,"Najlepsze lody w Krakowie ! Najlepsze lody w Krakowie, duże porcje i codziennie nowe smaki. Jedyne co może zniechęcić to baaaardzo długie kolejki w gorące dni, ale Good Lood otwiera coraz więcej punktów, więc może się rozrzedzą ;)"
"('Good Lood Kazimierz', '75')",4.0,"śmietanka Bardzo dobre lody, zwłaszcza śmietankowe, ale i owocowe też mają swój smaczek.  Bardzo miła obsługa. Polecam "
"('Good Lood Kazimierz', '82')",4.0,"Dobra alternatywa dla sklepowych lodow. Lody bardzo dobre, jakosc super, wybor calkiem spory, cena mogla by byc nizsza.
Minusem jest brak naturalnych wafelkow są tylko slodkie (ktorych nie lubie) lub kubeczki papierowe.
"
"('Good Lood Kazimierz', '86')",5.0,"Ulubione lody Świetna kreatywność ze smakami. Oprócz tych klasycznych i typowych codziennie dodawane są dwa nowe, które niejednokrotnie mocno zaskakują niesztampowością. Jeśli ochłoda w gorące dni to tylko Good Lood."
"('Good Lood Kazimierz', '87')",1.0,"Najgorsza obsługa w mieście !!! I co z tego , że dobre lody ... obsługa na najgorszym poziomie , wszyscy robią łaskę że podają lody ."
"('Good Lood Kazimierz', '88')",5.0,"Moja ulubiona Odkąd pierwszy raz odwiedziłam goodlood nie odwiedzam już innych lodziarni. Trzy podstawowe smaki zawsze w ofercie (veg truskawka, śmietanka i czekolada), poza tym codziennie inne, bardzo wyszukane propozycje zarówno mlecznych jak i sorbetów. Mega mega pysznie. 10/10"
"('Good Lood Kazimierz', '9')",3.0,"dobre lody, polityka z ubiegłego wieku Lody jak na sieciówkę są dobre, porównywalne z dobrymi lodami ze sklepu, za to sporo tańsze. Nie rozumiem natomiast braku możliwości zabrania lodów do własnego pojemnika. Czy naprawdę uważacie, że świat potrzebuje kolejnego lakierowanego kubka? Dobrze, że nie wsadzacie każdemu tych Waszych plastikowych łyżeczek"
"('Good Lood Kazimierz', '90')",5.0,"Poezja smaku Przepyszne lody w różnych smakach. Na stałe w ofercie słony karmel - cudowny smak!!!! Bardzo czekoladowy ""czekoladowy"", cudownie truskawkowy ""truskawkowy sorbet"" i śmietankowy Poza stałymi smakami, codziennie do wyboru jakaś nowość!"
"('Good Lood Kazimierz', '91')",5.0,"Pyszne, duże porcje Poszliśmy tam z polecenia. Nie zawiedliśmy się, ceny w porównaniu do porcji, bardzo dobre. Smaki ciekawe, oprócz 4 podstawowych zawsze jest w czym wybierać. Na pewno wybierzemy się tam nie raz "
